t,success,mid,pmt,pg,sub_type,hr,bank
1,0,fanfight,CARD,RAZORPAY,,2020-02-14 15,Corporation Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-13 06,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 01,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 11,Corporation Bank
1,1,zivame,CARD,PAYU,,2020-02-13 17,Corporation Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 07,Corporation Bank
1,0,medlife_prod,CARD,TPSL,,2020-02-13 10,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 03,Corporation Bank
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 16,Corporation Bank
1,1,zivame,CARD,PAYU,,2020-02-13 05,Corporation Bank
1,0,urbanclap,CARD,PAYTM,,2020-02-13 05,Corporation Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 06,Corporation Bank
1,1,zivame,CARD,PAYU,,2020-02-13 10,Corporation Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-13 03,Corporation Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 17,Corporation Bank
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 10,Corporation Bank
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 13,Corporation Bank
1,1,countrydelight,CARD,PAYU,,2020-02-14 05,Bank of Maharashtra
1,1,medlife_prod,CARD,TPSL,,2020-02-14 01,Bank of Maharashtra
4,2,zivame,CARD,PAYU,,2020-02-14 16,Bank of Maharashtra
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 08,Bank of Maharashtra
7,6,fanfight,CARD,GOCASHFREE,,2020-02-14 15,Bank of Maharashtra
6,3,urbanclap,CARD,PAYTM,,2020-02-14 07,Bank of Maharashtra
2,2,countrydelight,CARD,PAYU,,2020-02-14 09,Bank of Maharashtra
1,0,zivame,CARD,PAYU,,2020-02-12 06,Bank of Maharashtra
2,2,fanfight,CARD,GOCASHFREE,,2020-02-12 15,Bank of Maharashtra
3,3,urbanclap,CARD,PAYTM,,2020-02-14 06,Bank of Maharashtra
2,2,zivame,CARD,HDFC,,2020-02-14 16,Bank of Maharashtra
1,1,zivame,CARD,HDFC,,2020-02-14 05,Bank of Maharashtra
1,0,fanfight,CARD,GOCASHFREE,,2020-02-14 04,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 05,Bank of Maharashtra
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 11,Bank of Maharashtra
3,1,medlife_prod,CARD,TPSL,,2020-02-14 08,Bank of Maharashtra
1,1,zivame,CARD,HDFC,,2020-02-14 17,Bank of Maharashtra
1,1,medlife_prod,CARD,TPSL,,2020-02-14 13,Bank of Maharashtra
1,1,zivame,CARD,HDFC,,2020-02-14 20,Bank of Maharashtra
1,1,zivame,CARD,PAYU,,2020-02-13 14,Bank of Maharashtra
3,0,purplle.com,CARD,PAYTM,,2020-02-14 17,Bank of Maharashtra
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 12,Bank of Maharashtra
5,3,medlife_prod,CARD,TPSL,,2020-02-12 02,Bank of Maharashtra
3,3,medlife_prod,CARD,TPSL,,2020-02-12 12,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 15,Bank of Maharashtra
1,1,zivame,CARD,PAYU,,2020-02-12 16,Bank of Maharashtra
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 17,Bank of Maharashtra
5,4,medlife_prod,CARD,TPSL,,2020-02-12 07,Bank of Maharashtra
1,1,zivame,CARD,PAYU,,2020-02-12 12,Bank of Maharashtra
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 10,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 07,Bank of Maharashtra
1,1,purplle.com,CARD,PAYTM,,2020-02-13 09,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-12 13,Bank of Maharashtra
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 13,Bank of Maharashtra
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 16,Bank of Maharashtra
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 09,Bank of Maharashtra
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 08,Bank of Maharashtra
2,2,pharmeasytech,CARD,PAYU,,2020-02-12 14,Bank of Maharashtra
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 05,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 16,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 05,Bank of Maharashtra
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 09,Bank of Maharashtra
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 04,Bank of Maharashtra
1,0,medlife_prod,CARD,TPSL,,2020-02-12 14,Bank of Maharashtra
1,0,purplle.com,CARD,PAYTM,,2020-02-12 07,Bank of Maharashtra
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 17,Bank of Maharashtra
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 03,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-13 13,Bank of Maharashtra
1,1,medlife_prod,CARD,TPSL,,2020-02-12 09,Bank of Maharashtra
1,1,purplle.com,CARD,PAYTM,,2020-02-14 12,Bank of Maharashtra
2,2,medlife_prod,CARD,TPSL,,2020-02-14 03,Bank of Maharashtra
1,0,zivame,CARD,PAYU,,2020-02-14 14,Bank of Maharashtra
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 04,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 13,Bank of Maharashtra
2,2,medlife_prod,CARD,TPSL,,2020-02-13 02,Bank of Maharashtra
1,1,medlife_prod,CARD,TPSL,,2020-02-14 06,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 11,Bank of Maharashtra
2,1,medlife_prod,CARD,TPSL,,2020-02-13 13,Bank of Maharashtra
1,0,medlife_prod,CARD,TPSL,,2020-02-13 08,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-13 07,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 10,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 07,Bank of Maharashtra
2,2,urbanclap,CARD,PAYTM,,2020-02-13 08,Bank of Maharashtra
1,1,medlife_prod,CARD,TPSL,,2020-02-13 03,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 06,Bank of Maharashtra
1,1,zivame,CARD,PAYU,,2020-02-13 07,Bank of Maharashtra
1,1,purplle.com,CARD,PAYTM,,2020-02-13 10,Bank of Maharashtra
1,0,medlife_prod,CARD,TPSL,,2020-02-13 18,Bank of Maharashtra
1,1,purplle.com,CARD,PAYTM,,2020-02-13 14,Bank of Maharashtra
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 03,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-12 09,Bank of Maharashtra
1,1,medlife_prod,CARD,TPSL,,2020-02-12 04,Bank of Maharashtra
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 10,Bank of Maharashtra
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 12,Bank of Maharashtra
3,1,medlife_prod,CARD,TPSL,,2020-02-14 05,Bank of Maharashtra
3,3,fanfight,CARD,GOCASHFREE,,2020-02-12 02,Bank of Maharashtra
1,1,zivame,CARD,PAYU,,2020-02-12 08,Bank of Maharashtra
2,2,fanfight,CARD,GOCASHFREE,,2020-02-14 10,Bank of Maharashtra
2,1,urbanclap,CARD,PAYTM,,2020-02-14 12,Bank of Maharashtra
4,4,fanfight,CARD,GOCASHFREE,,2020-02-14 14,Bank of Maharashtra
1,1,medlife_prod,CARD,TPSL,,2020-02-14 07,Bank of Maharashtra
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 06,Bank of Maharashtra
1,1,zivame,CARD,PAYU,,2020-02-14 03,Bank of Maharashtra
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 03,Bank of Maharashtra
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 17,Bank of Maharashtra
2,2,pharmeasytech,CARD,PAYU,,2020-02-12 04,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-12 07,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-12 11,Bank of Maharashtra
1,1,purplle.com,CARD,PAYTM,,2020-02-12 18,Bank of Maharashtra
2,2,medlife_prod,CARD,TPSL,,2020-02-13 10,Bank of Maharashtra
3,2,urbanclap,CARD,PAYTM,,2020-02-13 04,Bank of Maharashtra
1,1,urbanclap,CARD,PAYTM,,2020-02-13 14,Bank of Maharashtra
2,1,zivame,CARD,HDFC,,2020-02-12 12,Bank of Maharashtra
2,0,fanfight,CARD,GOCASHFREE,,2020-02-13 12,Bank of Maharashtra
2,2,countrydelight,CARD,PAYU,,2020-02-13 12,Bank of Maharashtra
1,0,fanfight,CARD,GOCASHFREE,,2020-02-13 14,Bank of Maharashtra
4,2,medlife_prod,CARD,TPSL,,2020-02-13 07,Bank of Maharashtra
1,1,urbanclap,CARD,PAYTM,,2020-02-13 12,Bank of Maharashtra
2,2,fanfight,CARD,GOCASHFREE,,2020-02-14 13,Bank of Maharashtra
2,1,medlife_prod,CARD,TPSL,,2020-02-14 14,Bank of Maharashtra
1,1,purplle.com,CARD,PAYTM,,2020-02-14 13,Bank of Maharashtra
2,0,medlife_prod,CARD,TPSL,,2020-02-12 06,Bank of Maharashtra
2,2,medlife_prod,CARD,TPSL,,2020-02-13 04,Bank of Maharashtra
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 11,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 08,Bank of Maharashtra
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 02,Bank of Maharashtra
2,1,drivezy,CARD,GOCASHFREE,,2020-02-13 12,Bank of Maharashtra
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 06,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-13 17,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-13 02,Bank of Maharashtra
1,1,purplle.com,CARD,PAYTM,,2020-02-13 05,Bank of Maharashtra
1,1,urbanclap,CARD,PAYTM,,2020-02-12 05,Bank of Maharashtra
2,0,drivezy,CARD,GOCASHFREE,,2020-02-13 11,Bank of Maharashtra
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 08,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-13 03,Bank of Maharashtra
1,1,urbanclap,CARD,PAYTM,,2020-02-14 11,Bank of Maharashtra
1,1,purplle.com,CARD,PAYTM,,2020-02-14 19,Bank of Maharashtra
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 12,Bank of Maharashtra
1,0,zivame,CARD,PAYU,,2020-02-12 05,Bank of Maharashtra
2,1,pharmeasytech,CARD,PAYU,,2020-02-14 03,Bank of Maharashtra
3,1,pharmeasytech,CARD,PAYU,,2020-02-14 04,Bank of Maharashtra
3,3,fanfight,CARD,GOCASHFREE,,2020-02-12 05,Bank of Maharashtra
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 14,Bank of Maharashtra
2,2,zivame,CARD,PAYU,,2020-02-14 05,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 13,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-14 17,Bank of Maharashtra
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 17,Bank of Maharashtra
1,1,urbanclap,CARD,PAYTM,,2020-02-14 04,Bank of Maharashtra
1,1,zivame,CARD,PAYU,,2020-02-14 09,Bank of Maharashtra
2,1,pharmeasytech,CARD,PAYU,,2020-02-14 14,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-14 14,Bank of Maharashtra
5,3,pharmeasytech,CARD,PAYU,,2020-02-13 08,Bank of Maharashtra
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 05,Bank of Maharashtra
1,1,urbanclap,CARD,PAYTM,,2020-02-12 04,Bank of Maharashtra
4,2,pharmeasytech,CARD,PAYU,,2020-02-12 05,Bank of Maharashtra
3,3,countrydelight,CARD,PAYU,,2020-02-12 16,Bank of Maharashtra
6,2,fanfight,CARD,GOCASHFREE,,2020-02-13 13,Bank of Maharashtra
1,1,urbanclap,CARD,PAYTM,,2020-02-12 06,Bank of Maharashtra
1,1,medlife_prod,CARD,TPSL,,2020-02-12 08,Bank of Maharashtra
2,1,urbanclap,CARD,PAYTM,,2020-02-12 10,Bank of Maharashtra
3,3,fanfight,CARD,GOCASHFREE,,2020-02-12 13,Bank of Maharashtra
1,0,fanfight,CARD,GOCASHFREE,,2020-02-13 05,Bank of Maharashtra
3,1,drivezy,CARD,GOCASHFREE,,2020-02-13 10,Bank of Maharashtra
1,1,zivame,CARD,PAYU,,2020-02-13 18,Bank of Maharashtra
1,1,zivame,CARD,HDFC,,2020-02-13 20,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-13 09,Bank of Maharashtra
1,1,zivame,CARD,PAYU,,2020-02-13 19,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 07,Bank of Maharashtra
2,1,urbanclap,CARD,PAYTM,,2020-02-14 10,Bank of Maharashtra
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 09,Bank of Maharashtra
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 02,Bank of Maharashtra
1,1,zivame,CARD,PAYU,,2020-02-12 03,Bank of Maharashtra
1,1,zivame,CARD,PAYU,,2020-02-12 17,Bank of Maharashtra
1,0,drivezy,CARD,GOCASHFREE,,2020-02-13 05,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-14 04,Bank of Maharashtra
1,1,urbanclap,CARD,PAYTM,,2020-02-13 09,Bank of Maharashtra
2,0,countrydelight,CARD,PAYU,,2020-02-13 14,Bank of Maharashtra
1,1,zivame,CARD,HDFC,,2020-02-13 14,Bank of Maharashtra
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 08,Bank of Maharashtra
1,1,countrydelight,CARD,PAYU,,2020-02-13 11,Bank of Maharashtra
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 15,Bank of Maharashtra
1,1,purplle.com,CARD,PAYTM,,2020-02-12 17,Bank of Maharashtra
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 08,Bank of Maharashtra
1,1,zivame,CARD,PAYU,,2020-02-12 15,Bank of Maharashtra
1,1,urbanclap,CARD,PAYTM,,2020-02-12 17,Bank of Maharashtra
6,4,drivezy,CARD,GOCASHFREE,,2020-02-14 04,Kotak Mahindra Bank
16,8,urbanclap,CARD,PAYTM,,2020-02-14 12,Kotak Mahindra Bank
15,11,pharmeasytech,CARD,PAYU,,2020-02-14 05,Kotak Mahindra Bank
8,4,medlife_prod,CARD,TPSL,,2020-02-14 03,Kotak Mahindra Bank
11,3,medlife_prod,CARD,TPSL,,2020-02-14 06,Kotak Mahindra Bank
10,4,drivezy,CARD,GOCASHFREE,,2020-02-14 05,Kotak Mahindra Bank
3,2,zivame,CARD,HDFC,,2020-02-14 04,Kotak Mahindra Bank
6,3,countrydelight,CARD,PAYU,,2020-02-14 06,Kotak Mahindra Bank
12,5,drivezy,CARD,GOCASHFREE,,2020-02-14 12,Kotak Mahindra Bank
1,0,purplle.com,CARD,PAYTM,,2020-02-14 10,Kotak Mahindra Bank
9,6,urbanclap,CARD,PAYTM,,2020-02-14 11,Kotak Mahindra Bank
5,3,countrydelight,CARD,PAYU,,2020-02-14 05,Kotak Mahindra Bank
2,1,fanfight,CARD,RAZORPAY,,2020-02-14 02,Kotak Mahindra Bank
3,1,urbanclap,CARD,PAYTM,,2020-02-14 19,Kotak Mahindra Bank
3,3,zivame,CARD,HDFC,,2020-02-14 15,Kotak Mahindra Bank
4,1,medlife_prod,CARD,TPSL,,2020-02-14 12,Kotak Mahindra Bank
2,1,drivezy,CARD,GOCASHFREE,,2020-02-14 00,Kotak Mahindra Bank
6,3,countrydelight,CARD,PAYU,,2020-02-14 03,Kotak Mahindra Bank
10,5,pharmeasytech,CARD,PAYU,,2020-02-14 09,Kotak Mahindra Bank
2,1,countrydelight,CARD,PAYU,,2020-02-14 10,Kotak Mahindra Bank
2,2,drivezy,CARD,GOCASHFREE,,2020-02-14 01,Kotak Mahindra Bank
5,2,drivezy,CARD,GOCASHFREE,,2020-02-14 15,Kotak Mahindra Bank
3,1,zivame,CARD,HDFC,,2020-02-14 06,Kotak Mahindra Bank
5,4,urbanclap,CARD,PAYTM,,2020-02-14 16,Kotak Mahindra Bank
7,5,medlife_prod,CARD,TPSL,,2020-02-14 15,Kotak Mahindra Bank
3,3,countrydelight,CARD,PAYU,,2020-02-14 18,Kotak Mahindra Bank
2,1,purplle.com,CARD,PAYTM,,2020-02-14 14,Kotak Mahindra Bank
3,2,drivezy,CARD,GOCASHFREE,,2020-02-14 16,Kotak Mahindra Bank
5,3,urbanclap,CARD,PAYTM,,2020-02-14 13,Kotak Mahindra Bank
5,5,pharmeasytech,CARD,PAYU,,2020-02-12 01,Kotak Mahindra Bank
4,1,zivame,CARD,HDFC,,2020-02-12 11,Kotak Mahindra Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 09,Kotak Mahindra Bank
16,11,pharmeasytech,CARD,PAYU,,2020-02-12 07,Kotak Mahindra Bank
20,11,urbanclap,CARD,PAYTM,,2020-02-12 07,Kotak Mahindra Bank
2,2,drivezy,CARD,GOCASHFREE,,2020-02-12 03,Kotak Mahindra Bank
5,4,drivezy,CARD,GOCASHFREE,,2020-02-12 12,Kotak Mahindra Bank
8,7,urbanclap,CARD,PAYTM,,2020-02-12 04,Kotak Mahindra Bank
2,0,urbanclap,CARD,PAYTM,,2020-02-12 18,Kotak Mahindra Bank
6,3,countrydelight,CARD,PAYU,,2020-02-14 07,Kotak Mahindra Bank
3,1,fanfight,CARD,RAZORPAY,,2020-02-14 10,Kotak Mahindra Bank
2,0,zivame,CARD,HDFC,,2020-02-14 03,Kotak Mahindra Bank
8,5,pharmeasytech,CARD,PAYU,,2020-02-14 13,Kotak Mahindra Bank
3,0,urbanclap,CARD,PAYTM,,2020-02-14 18,Kotak Mahindra Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-14 17,Kotak Mahindra Bank
3,2,drivezy,CARD,GOCASHFREE,,2020-02-14 11,Kotak Mahindra Bank
5,2,drivezy,CARD,GOCASHFREE,,2020-02-14 08,Kotak Mahindra Bank
3,2,fanfight,CARD,RAZORPAY,,2020-02-14 06,Kotak Mahindra Bank
2,1,drivezy,CARD,RAZORPAY,,2020-02-14 02,Kotak Mahindra Bank
6,4,medlife_prod,CARD,TPSL,,2020-02-14 13,Kotak Mahindra Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 19,Kotak Mahindra Bank
4,2,drivezy,CARD,GOCASHFREE,,2020-02-14 13,Kotak Mahindra Bank
4,3,drivezy,CARD,GOCASHFREE,,2020-02-14 14,Kotak Mahindra Bank
8,3,zivame,CARD,HDFC,,2020-02-14 05,Kotak Mahindra Bank
2,1,countrydelight,CARD,PAYU,,2020-02-14 11,Kotak Mahindra Bank
2,0,purplle.com,CARD,PAYTM,,2020-02-14 19,Kotak Mahindra Bank
12,9,medlife_prod,CARD,TPSL,,2020-02-13 03,Kotak Mahindra Bank
4,3,countrydelight,CARD,PAYU,,2020-02-13 04,Kotak Mahindra Bank
12,9,pharmeasytech,CARD,PAYU,,2020-02-13 04,Kotak Mahindra Bank
5,0,countrydelight,CARD,PAYU,,2020-02-13 09,Kotak Mahindra Bank
6,3,pharmeasytech,CARD,PAYU,,2020-02-13 07,Kotak Mahindra Bank
4,3,medlife_prod,CARD,TPSL,,2020-02-13 08,Kotak Mahindra Bank
2,2,urbanclap,CARD,PAYTM,,2020-02-13 18,Kotak Mahindra Bank
6,4,urbanclap,CARD,PAYTM,,2020-02-13 11,Kotak Mahindra Bank
2,2,countrydelight,CARD,PAYU,,2020-02-13 03,Kotak Mahindra Bank
4,2,zivame,CARD,HDFC,,2020-02-13 16,Kotak Mahindra Bank
6,3,zivame,CARD,HDFC,,2020-02-13 18,Kotak Mahindra Bank
7,3,countrydelight,CARD,PAYU,,2020-02-13 13,Kotak Mahindra Bank
5,3,pharmeasytech,CARD,PAYU,,2020-02-13 15,Kotak Mahindra Bank
6,3,medlife_prod,CARD,TPSL,,2020-02-13 14,Kotak Mahindra Bank
4,2,pharmeasytech,CARD,PAYU,,2020-02-13 14,Kotak Mahindra Bank
2,2,countrydelight,CARD,PAYU,,2020-02-13 14,Kotak Mahindra Bank
2,1,pharmeasytech,CARD,PAYU,,2020-02-14 08,Kotak Mahindra Bank
2,2,countrydelight,CARD,PAYU,,2020-02-12 12,Kotak Mahindra Bank
3,2,medlife_prod,CARD,TPSL,,2020-02-12 11,Kotak Mahindra Bank
3,1,drivezy,CARD,RAZORPAY,,2020-02-12 07,Kotak Mahindra Bank
2,2,zivame,CARD,HDFC,,2020-02-12 04,Kotak Mahindra Bank
7,6,medlife_prod,CARD,TPSL,,2020-02-12 04,Kotak Mahindra Bank
5,1,medlife_prod,CARD,TPSL,,2020-02-12 15,Kotak Mahindra Bank
2,0,medlife_prod,CARD,TPSL,,2020-02-12 16,Kotak Mahindra Bank
5,3,zivame,CARD,HDFC,,2020-02-12 16,Kotak Mahindra Bank
3,1,fanfight,CARD,PAYTM,,2020-02-12 21,Kotak Mahindra Bank
6,2,countrydelight,CARD,PAYU,,2020-02-12 17,Kotak Mahindra Bank
3,3,pharmeasytech,CARD,PAYU,,2020-02-12 16,Kotak Mahindra Bank
4,4,medlife_prod,CARD,TPSL,,2020-02-12 12,Kotak Mahindra Bank
2,1,purplle.com,CARD,PAYTM,,2020-02-12 05,Kotak Mahindra Bank
2,1,drivezy,CARD,GOCASHFREE,,2020-02-12 07,Kotak Mahindra Bank
4,4,countrydelight,CARD,PAYU,,2020-02-12 16,Kotak Mahindra Bank
2,2,drivezy,CARD,GOCASHFREE,,2020-02-14 03,Kotak Mahindra Bank
1,0,zivame,CARD,RAZORPAY,,2020-02-14 08,Kotak Mahindra Bank
1,0,countrydelight,CARD,PAYU,,2020-02-14 02,Kotak Mahindra Bank
14,8,urbanclap,CARD,PAYTM,,2020-02-13 06,Kotak Mahindra Bank
4,4,medlife_prod,CARD,TPSL,,2020-02-13 12,Kotak Mahindra Bank
2,2,countrydelight,CARD,PAYU,,2020-02-13 02,Kotak Mahindra Bank
11,7,pharmeasytech,CARD,PAYU,,2020-02-13 12,Kotak Mahindra Bank
11,6,pharmeasytech,CARD,PAYU,,2020-02-13 09,Kotak Mahindra Bank
4,4,pharmeasytech,CARD,PAYU,,2020-02-13 10,Kotak Mahindra Bank
4,2,urbanclap,CARD,PAYTM,,2020-02-13 20,Kotak Mahindra Bank
5,4,countrydelight,CARD,PAYU,,2020-02-13 17,Kotak Mahindra Bank
4,2,medlife_prod,CARD,TPSL,,2020-02-13 15,Kotak Mahindra Bank
4,3,drivezy,CARD,GOCASHFREE,,2020-02-13 17,Kotak Mahindra Bank
3,2,fanfight,CARD,RAZORPAY,,2020-02-12 14,Kotak Mahindra Bank
2,1,drivezy,CARD,RAZORPAY,,2020-02-12 11,Kotak Mahindra Bank
4,3,medlife_prod,CARD,TPSL,,2020-02-12 13,Kotak Mahindra Bank
2,1,purplle.com,CARD,PAYTM,,2020-02-12 09,Kotak Mahindra Bank
3,2,purplle.com,CARD,PAYTM,,2020-02-12 13,Kotak Mahindra Bank
2,1,urbanclap,CARD,PAYTM,,2020-02-13 01,Kotak Mahindra Bank
9,5,countrydelight,CARD,PAYU,,2020-02-13 11,Kotak Mahindra Bank
7,5,medlife_prod,CARD,TPSL,,2020-02-13 06,Kotak Mahindra Bank
3,3,medlife_prod,CARD,TPSL,,2020-02-13 05,Kotak Mahindra Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 04,Kotak Mahindra Bank
3,3,medlife_prod,CARD,TPSL,,2020-02-13 02,Kotak Mahindra Bank
1,0,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2020-02-13 13,Kotak Mahindra Bank
3,3,zivame,CARD,HDFC,,2020-02-12 07,Kotak Mahindra Bank
6,4,pharmeasytech,CARD,PAYU,,2020-02-12 09,Kotak Mahindra Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 12,Kotak Mahindra Bank
6,6,medlife_prod,CARD,TPSL,,2020-02-12 10,Kotak Mahindra Bank
1,1,countrydelight,CARD,PAYU,,2020-02-12 03,Kotak Mahindra Bank
3,3,countrydelight,CARD,PAYU,,2020-02-12 14,Kotak Mahindra Bank
1,0,drivezy,CARD,GOCASHFREE,,2020-02-12 15,Kotak Mahindra Bank
1,0,zivame,CARD,HDFC,,2020-02-13 07,Kotak Mahindra Bank
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 20,Kotak Mahindra Bank
2,2,purplle.com,CARD,PAYTM,,2020-02-13 10,Kotak Mahindra Bank
2,1,purplle.com,CARD,PAYTM,,2020-02-13 14,Kotak Mahindra Bank
2,1,zivame,CARD,IPG,,2020-02-13 16,Kotak Mahindra Bank
4,4,pharmeasytech,CARD,PAYU,,2020-02-13 16,Kotak Mahindra Bank
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 12,Kotak Mahindra Bank
1,1,countrydelight,CARD,PAYU,,2020-02-12 09,Kotak Mahindra Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-12 19,Kotak Mahindra Bank
1,0,drivezy,CARD,GOCASHFREE,,2020-02-12 21,Kotak Mahindra Bank
1,0,urbanclap,CARD,PAYTM,,2020-02-14 20,Kotak Mahindra Bank
1,0,drivezy,CARD,GOCASHFREE,,2020-02-14 20,Kotak Mahindra Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-14 21,Kotak Mahindra Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 00,Kotak Mahindra Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-14 18,Kotak Mahindra Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 19,Kotak Mahindra Bank
3,1,pharmeasytech,CARD,PAYU,,2020-02-12 17,Kotak Mahindra Bank
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 11,Kotak Mahindra Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 17,Kotak Mahindra Bank
2,1,zivame,CARD,HDFC,,2020-02-13 08,Kotak Mahindra Bank
2,2,urbanclap,CARD,PAYTM,,2020-02-13 02,Kotak Mahindra Bank
1,1,fanfight,CARD,RAZORPAY,,2020-02-13 15,Kotak Mahindra Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-12 17,Kotak Mahindra Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 01,Kotak Mahindra Bank
1,0,drivezy,CARD,GOCASHFREE,,2020-02-13 09,Kotak Mahindra Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-13 19,Kotak Mahindra Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-13 16,Kotak Mahindra Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 22,Kotak Mahindra Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-14 20,Kotak Mahindra Bank
3,0,drivezy,CARD,GOCASHFREE,,2020-02-14 09,Kotak Mahindra Bank
4,0,pharmeasytech,CARD,PAYU,,2020-02-14 02,Kotak Mahindra Bank
4,0,drivezy,CARD,RAZORPAY,,2020-02-14 07,Kotak Mahindra Bank
